"Article_ID","Date","Title","Subject","Topic.Code"
17557,"13-Aug-01","Fleeing a Macedonian Battle Zone Before an Uncertain Cease-Fire","people fleeing villages while government calls cease-fire in Macedonia",19
6748,"22-Feb-02","U.S. Says 16 Killed in Raids Weren't Taliban or Al Qaeda","Afghan fighters accidentally killed by US",16
23958,"4-Dec-02","Bush Restoring Cash Bonuses For Appointees","cash bonuses for political apointees",20
37694,"11-Jun-06","Pollution From Chinese Coal Casts Shadow Around Globe","China: pollution from Chinese coal spreads across globe",19
37154,"25-Mar-06","New York City Meets Stranger From the West: the Brush Fire","brush fires in NYC",27
36282,"24-Nov-99","Medicare Cuts Jolt New York Hospitals That Train Doctors","medicare cuts in training hospitals",3
37394,"29-Apr-06","Forests in Southeast Asia Fall to Prosperity's Ax","Southeast Asia: deforestation",19
34892,"6-Jun-99","'Adopting' Masterpieces: Touch of Class or Crass?","people adopting works of art at museums",28
24107,"11-Apr-01","Plotting A Pardon; Rich Cashed In a World of Chits to Win Pardon","Billionaire businessman enlisted estranged wife to win pardon",20
23612,"7-Aug-05","For Many, the Shuttle's Return Brings Back Doubt and Anxiety","discovery shuttle to return to earth",17
20614,"31-Jul-01","White House Says the U.S. Is Not a Loner, Just Choosy","Bush administration denies he is unilateralist, believes treaties have lost usefulness",20
16866,"28-Aug-03","In Reversal, U.S. Nears Deal On Drugs for Poor Countries","U.S. Agrees to Deal Allowing Poor Countries Cheaper Access to Drugs",15
26186,"24-Jan-01","Brooklyn Officers Accused as Brazen Robbers","police officers accused of being members of gang",12
6487,"6-May-04","U.S. Troops Start Major Attacks On Shiite Insurgents in 2 Cities","American offensive against Shiite insurgents.",16
27744,"16-Dec-00","THE 43RD PRESIDENT: THE PRESIDENT-ELECT;
SAYING DOWNTURN IS POSSIBLE, BUSH TRUMPETS TAX CUT","Bush promotes tax cuts",1
22363,"17-Oct-03","BASEBALL; 
Old Hero, and Newest, Carry New York to the Series","baseball playoffs",29
45349,"20-Dec-97","In Private Meetings, F.B.I. Chief Suggests That He May Leave","FBI chief may leave",12
24285,"25-Jan-00","THE 2000 CAMPAIGN: NEWS ANALYSIS;
Iowa as Definer for Bush","election campaign",20
38287,"7-Sep-06","9/11 POLLS FIND LINGERING FEARS IN NEW YORK CITY","9/11 poll finds that New Yorkers are still concerned about a terrorist attack",16
41379,"15-Jan-96","Managed Care Has Trouble Treating AIDS, Patients Say","AIDS HMOs",3
30148,"21-Aug-04","WIDE U.S. INQUIRY INTO PURCHASING FOR HEALTH CARE","Investigation into whether medical suppliers deliberately over-charge Medicare and other public health agencies.",3
39177,"12-Jan-97","Setting a Tone for the Next Term","President Clinton meets with new Cabinet officers and departing ones at Blair House",20
19379,"2-Jan-01","Pentagon Finds Ongoing Lapses In Gulf Security","security shortcomings before Cole bombing",19
43713,"27-Sep-96","MIDDLE EAST CONFLICT: THE PALESTINIANS; Among Arabs, Dashed Hope Brought Resentment to a Boil","fighting in the mideast",19
33490,"12-Dec-98","TESTING OF A PRESIDENT: THE SCENE;","Impeachment:  gravity of decision is sinking in",20
22021,"16-Jan-01","Coach Caught in the Middle (Again)","basketball coach caught in fight",29
34627,"7-May-99","AT&amp;T Conjures Up Its Vision For Cable, but Can It Deliver?","AT&T business moves",15
43690,"24-Sep-96","CLINTON SIGNS BILL FOR $256.6 BILLION FOR ARMED FORCES","clinton signs bills funding the military",16
21537,"8-Nov-05","What Polls? Mayoral Rivals Run Right to the End","NYC mayoral race",24
44108,"9-Nov-96","AFTER THE ELECTION: NEWS ANALYSIS; A Grin, but Nary a Gloat","clinton gives a post-election news conference",20
19982,"15-Oct-01","A Nation Challenged: The Investigation; Some Terror Cells Broken Up in U.S., Investigators Say","officials claim aggressive terrorism investigation arrests have broken terrorism cells",16
32779,"18-Aug-98","TESTING OF A PRESIDENT: THE FRIENDS;","Clinton confesses truth in Lewinsky scandal",20
32574,"22-Jul-98","CONSTRUCTION COLLAPSE IN TIMES SQUARE: THE ACCIDENT;","construction accident in nyc",27
22585,"20-Jul-02","Alan Lomax, Who Raised Voice Of Folk Music in U.S., Dies at 87","Folk singer dies",30
37814,"29-Jun-06","ISRAELIS BATTER GAZA AND SEIZE HAMAS OFFICIALS","Israeli Army continues attacks in Gaza, seizes members of Hamas",19
24904,"26-Jan-04","Preparing to Go Extra Rounds, Candidates Set Their Priorities","Presidential election; Democratic primary; candidates' strategy for the post-New Hampshire primaries.",20
34800,"27-May-99","Retirements Suspended","Pentagon suspending retirements from the air force to keep waging war in Kosovo",16
7545,"21-Jul-03","AFTER THE WAR: SECURITY; 
U.S. Is Creating An Iraqi Militia To Relieve G.I.'s","US creating an Iraqi militia",16
31217,"11-Feb-98","'CHINA AREA' TIED TO ILLEGAL GIFTS","Republican's have not yet proved that Chinese money entered Democratic campaign fund",20
19347,"1-Jan-00","Hostages Are Safe As Hijacking Ends","hijackers release hostages",19
29823,"13-Jan-04","Report Faults New York's First 3 Charter Schools","Inadequacies of NY charter schools;",6
36795,"31-Jan-06","AT EXXON MOBIL, A RECORD PROFIT BUT NO FANFARE","Exxon Mobil sets record profits and launches PR campaign re: embarrassment of riches",8
22839,"4-Apr-02","Prosecutor Gets A List of Priests In Abuse Files","priest abuse scandal",31
29887,"17-Feb-04","Arabs in U.S. Raising Money To Back Bush","Support of Arab-Americans for Bush campaign and invasion of Iraq.",2
36866,"10-Feb-06","Speeding Towards the Winter Games","Winter Olympics",28
37364,"24-Apr-06","C.I.A. CRACKDOWN SEEKS TO TIGHTEN AGENCY'S SECRECY","C.I.A. crackdown on leaks",16
30099,"8-Jul-04","Wooing of Guidance Counselors Is Raising Profiles and Eyebrows","Less-than-top colleges' wooing of high school counselors with a view to improving the quality of applicants.",6
44435,"15-Dec-96","Serbia Tries to Buy Social Peace With Back Pay","serbian pensions",19
16888,"29-Mar-01","U.S. Reviewing Aid Meant To Contain Russia's Arsenal","NSC reviewing aid to Russia",16
5945,"19-Jan-00","MISSILE IS UNABLE TO HIT ITS TARGET IN PENTAGON TEST","pentagon missile test fails",16
39697,"20-Mar-97","Mexican Drugs: A Semi-Censure Reported Near","US decides to criticize Mexican anti-drug efforts while still allowing certification as ally in the war on drugs",12
30717,"27-Aug-05","Settlement Seen On Tax Shelters By Audit Firm","settlement on accused audit firm",12
17699,"14-Mar-00","Protests on New Genes and Seeds Grow More Passionate in Europe","GMO debate in Europe",19
27296,"5-Apr-00","Estrogen Tied to Slight Increase In Risks to Heart, a Study Hints","health study",3
42390,"4-May-96","SUNY: Grand Vision and Pragmatism Collide","Pataki Criticizes SUNY",6
27398,"14-May-00","New Ventures Aim to Put Farms In Vanguard of Drug Production","tobacco farmers' alternative",3
25299,"16-Mar-05","A Longtime Pataki Confidant Is a Highly Paid Lobbyist, Too","NY Gov. Pataki's adviser John O'Mara is also a high-paid lobbyist",20
31947,"9-May-98","U.S. Backs Indonesian Loans But Cancels Military Exercise","US give loans to indonesia",19
34424,"12-Apr-99","In the Green Again","masters golf tournament",29
37744,"19-Jun-06","Telecom Giants In Europe Plan $30 Billion Deal","European Nokia and Siemens telecommunications corporations to merge",19
37544,"21-May-06","A Last Chance for U.S. Policy?","Iraq: U.S. officials comment on Iraqi government",16
36221,"16-Nov-99","DEAL ON U.N. DUES BREAKS AN IMPASSE AND DRAWS CRITICS","deal on abortion and UN dues",2
5539,"5-Jan-01","Clinton Creates Post to Protect Nation's Secrets","new czar to coordinate counterintelligence",16
45634,"21-Nov-98","BAGHDAD DISRUPTS ARMS INSPECTIONS","arms inspections disrupted in iraq",16
36018,"23-Oct-99","WORLD SERIES PREVIEW;","preview of the world series",29
44458,"17-Dec-96","Union to Start H.M.O.","union starts its own HMO",5
22191,"2-May-02","For the Best Thoroughbreds, It Quickly Pays to Not to Race","horse racing",29
23880,"3-Apr-01","Photo Gives Weight To Einstein's Thesis of Negative Gravity","Idea of negative gravity in universe has support by telescope photo of star",17
24265,"24-Dec-04","Voting Problems in Ohio Spur Call for Overhaul","Florida-like problems in Ohio balloting during election; call for reform.",20
33087,"24-Sep-98","Hurricane Leaves 110 Dead; Florida Put on Alert","Hurricane Geroges leaves 110 dead",26
38930,"9-Dec-06","A Pentagon Farewell","Rumsfeld bids goodbye to Pentagon employees",16
42096,"3-Apr-96","In Bosnia Field, Changes Refuel Talk of Graves","war crimes investigation in bosnia",19
20630,"3-Jul-00","Overdue, and Broke, Ukraine's Ship Comes In","Parade of Sail in New York Harbor",28
38479,"5-Oct-06","New York Baseball: Victory in Queens, Rainout in the Bronx","Mets win, Yankees rained out",29
18212,"6-Dec-05","On India's Roads, Cargo and a Deadly Passenger","brothels on India's highways",19
27423,"30-May-00","Planning for Death","living will",3
19602,"19-Oct-02","Wanted for Questioning, Indonesian Cleric Falls Ill","indonesian cleric falls ill",19
24554,"24-Oct-00","THE 2000 CAMPAIGN: THE VICE PRESIDENT;
GORE PUTS FOCUS ON SMALLER STATES ONCE SEEN AS SAFE","Gore campaigning in smaller states",20
24386,"3-May-00","THE 2000 CAMPAIGN: THE PRIMARY SCHEDULE;
G.O.P. PANEL SEEKS TO ALTER SCHEDULE OF PRIMARY VOTING","2000 campaign",20
31167,"5-Feb-98","Brazil Pays to Shield Currency, And the Poor See the True Cost","Effects of East Asian Economic Crisis on Brazil",19
26359,"23-Sep-01","A Nation Challenged: The Children; Anguish for Vast Toll of Children Left Behind","communities facing challenge of comforting, raising children of WTC victims",12
40438,"19-Jun-97","Tower in Times Sq., Billboards and All, Earns 400% Profit","Times Square building sold to German investors",15
17075,"15-Sep-01","After The Attacks: The Overview; U.S. Demands Arab Countries 'Choose Sides'","US demands Arab countries choose sides, following Senate vote to give President wide powers",16
36191,"13-Nov-99","Labels Must Display Data on Type of Fat","FDA requirement on displaying trans fat",3
43518,"5-Sep-96","Clinton Ex-Partner Is Held in Contempt In Whitewater Case","whitewater case",20
30406,"23-Feb-05","Justices Accept Case Weighing Assisted Suicide","Supreme Court will hear physician assisted suicide case (federal gov't. vs. Oregon)",3
19360,"4-May-00","TRIAL OF 2 ACCUSED IN PAN AM BOMBING FINALLY UNDER WAY","trial of Pan Am bombers",19
29466,"6-Jul-03","Short of Votes, Senate G.O.P. Still Pushes Malpractice Issue","GOP wants limits on jury awards in malpractice cases",3
26713,"20-May-03","MCI Agrees to Pay $500 Million In FraudCase, S.E.C.'s Largest","SEC settles fraud accusations with MCI",15
27911,"8-Mar-01","Work Rules Rebuffed","House repeals workplace regulations",5
25236,"25-Jun-01","House G.O.P Seeks New Way To Block Campaign Measure","Republicans trying to defeat campaign finance legislation in House",20
35886,"6-Oct-99","BASEBALL PLAYOFFS","baseball",29
21264,"23-Jan-05","Givenchy's Throne Sits Vacant As Young Stars Shun Big Labels","Givenchy unable to find designer to take over company",28
39267,"24-Jan-97","U.N. Chief Welcomed in Washington","U.N. Chief Welcomed in Washington",19
25467,"14-Jan-05","For President and Close Friend, Forget the Politics","Relationship between Bush and democratic friend",20
25514,"6-Jul-05","For Lobbyist, a Seat of Power Came With a Plate","Abramoff's dealings in Washington",20
29663,"19-Oct-03","U.S. OVERCAPACITY STALLS NEW JOBS","overcapacity in US industry",1
33392,"31-Oct-98","THE 1998 CAMPAIGN: CALIFORNIA;","Overview of 1998 campaign in California",20
33761,"17-Jan-99","After the Trying Early Years, Denver Savors Its Top Team","Denver Broncos rise up from the bottom to become leagues best team",29
41098,"12-Sep-97","ARMY'S LEADERSHIP BLAMED IN REPORT ON SEXUAL ABUSES","army report on sexual abuse",16
36375,"6-Dec-99","Number of Foster Children in City At Lowest Level Since the 1980's","foster children in nyc",12
30426,"4-Mar-05","Strain Lingers For Canadians On Cattle Ban","Mad cow disease in Canada continues to hurt cattle industry; trade with the U.S.",19
28262,"12-Jul-01","New Surplus Numbers","White House warns federal surplus might be reduced",1
40248,"27-May-97","BATTLE LINES FORM IN MEDICARE FIGHT","Congress to begin redesigning Medicare",3
18771,"20-Sep-02","Suicide Bomber Kills 5 on a Bus in Tel Aviv","suicide bombing in Israel",19
37034,"7-Mar-06","Revising Art History's Big Book: Who's In and Who Comes Out?","art history textbook",6
18450,"9-Mar-00","MIDEAST LEADERS PLAN TALKS IN U.S.","mid-east peace talks- Clinton Mediated",19
30937,"6-Jan-98","Having Wonderful Time, Wish I Were Still Traveling","Balloon lands in Russia",19
26574,"15-Oct-02","WOMAN IN VIRGINIA IS SHOT TO DEATH; SNIPER SUSPECTED","sniper strikes again",12
18326,"11-Mar-01","Japan Prime Minister Signals Intent to Quit","Japanese Prime Minister to quit",19
44368,"8-Dec-96","Poor Teachers Get Coaching, Not Dismissal","helping bad teachers",6
20937,"28-May-00","Beauty Reigns Supreme in a Florida Enclave","beauty trends in South Beach",28
35267,"22-Jul-99","Limits on Power and Zeal Hamper Firearms Agency","Illegal gun purchases",12
20129,"21-Aug-02","Mapping the Losses of 9/11","where 9/11 victims lived",16
34071,"26-Feb-99","IN BIGGEST DRIVE SINCE 1937, UNION GAINS A VICTORY","Service Employees International Union gained right to represent home-care workers",5
34648,"9-May-99","DNA Backs a Tribe's Tradition Of Early Descent From the Jews","DNA connects an African tribe to the Jews",19
27494,"29-Jun-00","Credit Card Issuer Will Repay Millions To Some Customers","credit card retributions",15
43553,"9-Sep-96","In Westchester, Welfare Meets Managed Care","welfare and health care",3
43893,"17-Oct-96","Japan Tries Aggressive Campaigning, Politely","japanese politics",19
38840,"25-Nov-06","Despite a Year of Ire and Angst, Little Has Changed on Wiretaps","Little has changed over President Bush's wiretapping program in past year",16
22177,"25-Feb-02","SALT LAKE 2002","olympics",29
21970,"23-Sep-00","SYDNEY 2000;
A Dead Heat for Gold","Olympics",29
16848,"13-Mar-04","Bombings Lead U.S. to Raise Security for Trains","U.S. increases security on trains after bombing in Madrid.",10
31507,"18-Mar-98","Chase Will Lay Off 2,250 in Latest Cuts","Chase Manhattan, nation's largest bank plans to lay off 2,250 employees",15
27187,"10-Feb-00","Paige and Louise's Big Interview","Gore talks about college tuition",6
42357,"1-May-96","SUNY Chancellor Resigns Post After Battling Pataki's Trustees","SUNY Chancellor Resigns",6
36272,"23-Nov-99","Albany Is Near Deal on Using Tobacco Share","NY tobacco money",3
43586,"13-Sep-96","POLITICS: THE CONGRESS; SENATE PERSUADED BY DOLE TO SHELVE POISON GAS TREATY","treaty on poison gas",16
38014,"29-Jul-06","Violence in Iraq Creating Chaos In Bank System","Violence in Iraq creates chaos in local banking system",19
22011,"24-Dec-00","Top Seeding for Giants","NFL score",29
35228,"17-Jul-99","HOUSE IS PREPARED TO CUT OFF FUNDS FOR F-22 FIGHTERS","Funds Being Cut on Air Force's F-22 program",16
30771,"3-Nov-05","For '73 Rape Victim, DNA Revives Horror, Too","DNA evidence in rape cases",12
38589,"21-Oct-06","Militias Battle for Iraqi City As Shiite Rivalry Escalates","Militas battle for southeastern Iraqi city",19
36964,"24-Feb-06","Disaster Response Plans","Proposal for increased federal role in disaster-response.",15
6711,"9-Dec-01","A Nation Challenged: Shifting Fronts, Rising Danger: The Afghanistan War Evolves","despite fall of Taliban, war in Afghanistan not over",16
38940,"10-Dec-06","REPORT ON IRAQ EXPOSES A DIVIDE WITHIN THE G.O.P.","Release of Iraq Study Group's report reveals rift in Republican Party",16
18176,"7-Nov-03","States in India Take New Steps To Limit Births","India trying to limit births",19
17416,"3-Jan-00","Bold Chechen Rebels Fight Russia on Two Fronts","Chechnya fighting",19
41058,"7-Sep-97","Special Today: The New Season","new cultural events",28
45234,"8-Dec-97","How a Presidency Was Defined By the Thousand Parts of Its Sum","clinton's presidency",20
23844,"24-Aug-05","Relax, Bill Gates; It's Google's Turn as the Villain","success of google",17
17886,"27-Dec-05","Ghana's Uneasy Embrace of Slavery's Diaspora","Ghana Encourages Descendents of Enslaved Africans to Visit Home of Ancestors",19
30873,"29-Nov-00","Supreme Court Bars Roadblocks Set Up To Search for Drugs","police roadblocks declared unconstitutional",12
38990,"17-Dec-06","Iraq's Legal System Staggers Beneath the Weight of War","Iraq's legal system behind because of war",16
38670,"1-Nov-06","National Battle Over Abortion Focuses on South Dakota Vote","National battle over abortion focuses on South Dakota law",2
23100,"16-Oct-00","Chevron Agrees to Buy Texaco For Stock Valued at $36 Billion","chevron to buy texaco",15
18153,"31-Aug-01","Factory Jobs Move Overseas As Japan's Troubles Deepen","Japan manufacturing company cutting jobs as economy declines",19
16857,"22-May-01","Officials Long Debated Risks Of Anti-Drug Patrol in Peru","State Department warned in 1994 that anti-drug program could result in civilian deaths",12
30515,"21-Apr-05","Inflation Fears Pummel Stocks; New Lows for '05","Fears of inflation send the stock market even lower",15
45132,"27-Nov-97","Baby Boomers Force New Rules for H.M.O.'s","HMO rules",3
31697,"9-Apr-98","Investors Show Faith In Korean Rebound","Investors show faith in rebound of South Korean economy",19
44917,"4-Nov-97","Iraq Threatens To Shoot Down U.S. Spy Planes","iraq threatens US spy planes",16
18623,"24-Nov-01","Israelis Forces Kill a Top Leader Of Islamic Group in West Bank","Israeli forces kill top leader of Hamas",19
34041,"23-Feb-99","Some Bass in Hudson May Be Safe to Eat","Striped Bass in Hudson river deemed safe to eat after 23-year ban",4
31137,"1-Feb-98","THE PRESIDENT UNDER FIRE: THE IMPACT;","Clinton/Lewinsky Scandal; Democrats are not being hurt in midterm elections",20
39968,"23-Apr-97","RESCUE IN PERU: THE OUTLOOK;","Peru hostage crisis ends",19
43430,"26-Aug-96","Police Hit Drug Suppliers, And Serious Crime Falls","antidrug efforts",12
43395,"22-Aug-96","NEW REPORT CITED ON CHEMICAL ARMS USED IN GULF WAR","report on chemical weapons in the gulf war",16
42481,"14-May-96","HIGH COURT SAYS LIQUOR PRICE ADS CAN'T BE BANNED","Supreme Court Strikes Down Ban on Advertising Liquor Prices; Free Speech Violation",2
7933,"4-Mar-04","Cleansing Iraqi Bomb Victims Takes Its Own Toll","Iraq; sectiarian struggle; large number of Shiite dead create strain for those who must wash the bodies for a proper Muslim burial.",19
18566,"18-Apr-01","Powell Assails Israel for Gaza Incursion","Powell statement charges Israel for using excessive force in Gaza",19
38339,"14-Sep-06","Interior Official Assails Agency For Ethics Slide","Inspector General of Department of the Interior charges corruption exists in the department",20
35583,"1-Sep-99","U.S. Dollar Is Sliding Against Yen and Euro","US dollar is falling below Yen and Euro",18
35044,"24-Jun-99","N.B.A. FINALS;","nba finals",29
19438,"26-Oct-01","A Nation Challenged: The Legislation; Antiterrorism Bill Passes; U.S. Gets Expanded Powers","Senate passes antiterrorism legislation",19
32595,"25-Jul-98","OBUCHI WINS POST ASSURING ELECTION AS JAPAN PREMIER","Japanese elections",19
37414,"2-May-06","Pensions in Peril Over Exemptions Tied to Churches","Pension funds non-guaranteed if related to church organizations",5
17627,"4-Jan-02","Scottish Islanders Wake Up As Lairds of All They Survey","Land reform in Scotland to break up large estates of lairds.",19
43611,"16-Sep-96","U.S. WARNING IRAQ THAT NEW ATTACKS ARE STILL POSSIBLE","US may attack iraq again",16
26548,"7-Sep-02","Is Our Town Too Tacky?","Myrtle Beach",14
20459,"20-Dec-02","SEOUL MAY LOOSEN ITS TIES TO THE U.S.","US and South Korean relations",19
44882,"1-Nov-97","CAMPAIGN PANEL TO END HEARINGS ON FUND-RAISING","fund raising rules hearings to end",20
19894,"12-Sep-01","A Day of Terror: The President; A Somber Bush Says Terrorism Cannot Prevail","Bush vows to retaliate against those responsible for attacks in New York, Washington",16
18810,"6-Mar-03","Suicide Bombing on Bus in Israel Leaves 15 Dead","suicide bomb in Israel",19
41139,"18-Sep-97","Clinging to Its Past, Europe Is Warily Awaiting the Euro","Europe switching the the Euro",19
41367,"14-Jan-96","Clinton Visits Bosnia to Thank the G.I.'s","clinton in bosnia",19
27710,"16-Nov-00","High-Tech Stealth Being Used To Sway Doctor Prescriptions","drug companies tracking prescribing practices of doctors",3
8037,"7-Jan-02","A Fertile Valley Left Barren by the Taliban","Afghanistan; devastation of anti-Taliban area by retreating Taliban forces.",19
39257,"23-Jan-97","NEW THIS WEEK;","NYC adds more jobs than all the suburbs combined for the bulk of the region's job growth",5
42379,"3-May-96","SENATE VOTES BILL TO REDUCE INFLUX OF ILLEGAL ALIENS","Illegal Immigration Legislation",5
18751,"22-Jun-02","CABINET IN ISRAEL ENDORSES SEIZURE OF THE WEST BANK","Israeli cabinet endorses seizing west bank",19
29051,"12-Dec-02","Lott Apologizes Again on Words About '48 Race","Trent Lott comments on Thurmond's racial politics in 1948 election",2
20033,"25-Dec-01","A Nation Challenged: The Towers; Experts Urging Broader Inquiry In Towers' Fall","calls for wider inquiry of collapse of towers",16
7185,"12-Dec-05","IRAQ PRISON RAID FINDS A NEW CASE OF MISTREATMENT","mistreatment of prisoners by Iraqi Interior Ministry",16
18915,"9-Apr-04","AS FIGHTING RAGES, INSURGENTS IN IRAQ KIDNAP 3 JAPANESE","Continued strength of Shiite uprising; kidnapping of three Japanese citizens",19
45462,"30-Dec-03","Musharraf's Quandary","attempted assassinations of pakistan's president",19
32893,"31-Aug-98","CLINTON ADMISSION INCREASES TENSION AMONG DEMOCRATS","Two weeks after Lewisnky scandal tension within the Democratic Party intensifies",20
39277,"25-Jan-97","CLINTON TO BATTLE FOODBORNE ILLNESS","CLINTON TO BATTLE FOODBORNE ILLNESS",4
7337,"1-Oct-01","A Nation Challenged: The Rebels; Bush Approves Covert Aid for Taliban Foes","Bush approves secret force to oppose Taliban and relief aid to Afghan refugees",16
25629,"4-Mar-00","The Strain Over Lewinsky","Lewinsky",20
22017,"7-Jan-01","Vikings and Raiders Advance in Playoffs","NFL playoffs",29
24045,"23-Dec-00","THE 43rd PRESIDENT: THE CHOICE -- Man in the News;
A Stalwart of the Right -- John David Ashcroft","John Ashcroft",20
17683,"18-Jul-02","Peace Gains by the Catholics Embitter Ulster Protestants","Irish peace process",19
43349,"17-Aug-96","Bosnian Rulers Are Terrorizing The Opposition","bosnian rulers intimidating people",19
23318,"22-Aug-02","EX-ENRON OFFICIAL ADMITS PAYMENTS TO FINANCE CHIEF","Enron official pleads guilty",15
26959,"6-Mar-05","Suspect in 10 Kansas Murders Lived an Intensely Ordinary Life","Decades old Kansas murder case; life of the suspect",12
27615,"7-Sep-00","Racketeering Is Tied To City Construction","racketeering scheme",12
42740,"11-Jun-96","FILLING IN BLANKS ON ABORTION ISSUE, DOLE CREATES STIR","Dole Abortion platform",2
37674,"8-Jun-06","TV Screen, Not Couch, Is Required for This Session","Use of technology in the practice of psychiatry, ""telemedicine""",17
26096,"7-Aug-00","Executing the Mentally Retarded Even as Laws Begin to Shift","death penalty for mentally retarded",12
40168,"17-May-97","N.B.A. PLAYOFFS;","Basketball:  NBA Playoffs",29
36785,"30-Jan-06","An Enron Jury Free of Grudges? Easy, Judge Says","Enron scandal",15
20189,"9-Jul-03","9/11 COMMISSION SAYS U.S. AGENCIES SLOW ITS INQUIRY","9/11 commission complains about agencies slowing inquiry",16
18850,"14-Jul-03","PALESTINIAN MOB ATTACKS POLLSTER","pollster attacked by mob of palestinians",19
6800,"19-Mar-04","PAKISTANI TROOPS MAY BE CLOSING ON QAEDA'S NO. 2","Pakistani forces supposedly close to capturing Osama Bin Laden's deputy, Ayman al-Zawahiri,",19
42639,"31-May-96","Tokyo Journal; Japan vs. Korea, Again, and Both Cry 'Foul!'","Competition between Japan and S. Korea to host 2002 World Cup",19
36684,"14-Jan-06","U.S. AND GERMANY TO PRESS TEHRAN","US and German efforts to stop Iranian nuclear weapons program",16
22555,"27-Dec-00","Jason Robards, 78, Pre-eminent O'Neill Actor, Dies","death of an actor",30
18900,"12-Feb-04","A Tale of Nuclear Proliferation: How Pakistani Built His Network","Pakistani nuclear weapons ring; narrative of its operation.",19
28958,"4-Oct-02","Columbia President Takes Helm","new president of columbia university",6
23986,"25-Mar-01","Regulations Czar Prefers New Path","Founder of Harvard center Bush's nominee for Regulations czar",20
25522,"17-Jun-04","G.O.P. Nearing Money Record For Convention","Funding race for national election; increasing reliance on private groups rather than public funds.",20
35390,"7-Aug-99","Albany Plan Widely Expands Sampling of Criminals' DNA","New York State to build DNA database of convicted felons",12
17345,"13-Jul-02","CHINA'S PRESIDENT MAY BE RELUCTANT TO CEDE HIS POWER","Chinese President May Be Reluctant to Cede Power",19
23819,"1-Sep-03","As Digital Vandals Disrupt the Internet, A Call for Oversight","computer viruses",17
18706,"16-Apr-02","ISRAELIS CAPTURE AN ARAFAT DEPUTY IN THE WEST BANK","arafat deputy captured in west bank",19
44379,"9-Dec-96","A Poet's Road Trip Along Main Street, U.S.A.","US poet laureate",28
26479,"11-Jul-02","HOUSE PASSES BILL PERMITTING PILOTS TO CARRY FIREARMS","pilots allowed to carry firearms",10
32431,"5-Jul-98","Investors Bet on Revival for Troubled Newark","real estate investors in newark",14
34101,"2-Mar-99","ALBRIGHT DEBATES RIGHTS AND TRADE WITH THE CHINESE","Secretary of State Albright discusses human rights and trade with China",19
22802,"21-Jun-05","Billy Graham Returns, to Find Evangelical Force in New York","Billy Graham to speak in NYC",31
21183,"21-Sep-03","Hunting for a Sitcom Hit Among the Misses","TV shows",28
31247,"14-Feb-98","AUTO UNION BACKS TENTATIVE ACCORD WITH CATERPILLAR","United Automobile Workers sign contract with Caterpillar to end labor dispute",5
5877,"15-Jan-03","THREATS AND RESPONSES: MILITARY; 
Hearing Starts in Bombing Error That Killed 4","friendly fire military trial",16
37994,"26-Jul-06","Senate Removes Abortion Option For Young Girls","Senate passes bill making it a crime to aid underage girls in seeking abortion across state lines without parental consent",2
16867,"14-Feb-00","NATO-LED TROOPS CAUGHT IN BATTLE OVER KOSOVO TOWN","Kosovo",16
33951,"10-Feb-99","Giuliani Cancels Political Trip Amid Protest Over Shooting","Giuliani cancels trip to meet with Amadou Diallo's parents",12
20951,"24-Aug-00","Critic's Notebook;","reality TV trends",28
25555,"2-Dec-03","VANISHING POINT; Bucking Trend, They Stay on Plains, Held by Family and Friends","Great Plains population decline",20
27351,"23-Apr-00","90 Miles Away","Elian Gonzalez",5
41552,"3-Feb-96","Red Flag Aloft, a Russian City Defiantly Upholds Soviet Ways","russian city resists the new regime",19
24058,"7-Dec-02","BUSH, IN SHAKE-UP OF CABINET, OUSTS TREASURY LEADER","bush ousts treasury secretary",20
36160,"9-Nov-99","BIG H.M.O. TO GIVE DECISIONS ON CARE BACK TO DOCTORS","HMO giving doctors more decision making power",3
17621,"11-Dec-03","British Warning on Antidepressant Use for Youth","British issue warning on antidepressants",19
7033,"4-May-04","ARMY PUNISHES 7 WITH REPRIMANDS FOR PRISON ABUSE","Abu Ghraib scandal; Army sanctions against officers directly in charge of prison.",16
31827,"24-Apr-98","In a New Atmosphere, Press Is Silent on Subpoena Flurry","Subpoena of material from the press by federal prosecutors draws little outrage from newsmen",2
26469,"23-Jun-02","Martha Stewart's To-Do List May Include Image Polishing","Martha Stewart's image",15
20016,"4-Dec-01","A Nation Challenged: The Lists; Alive and Well, No Matter What the Lists Say","survivors of WTC attacks find themselves on list of dead",16
44905,"3-Nov-97","Where East Meets West","china leader visit",19
23157,"6-Dec-01","Ex-Chief of Sotheby's Is Convicted of Price Fixing","Sotheby's Chief found guilty of price fixing",15
43235,"4-Aug-96","THE FATE OF FLIGHT 800: THE FUTURE; Once Crash's Cause Is Found, a Harder Puzzle","TWA crash investigation",10
6208,"31-Dec-02","WHITE HOUSE CUTS ESTIMATE OF COST OF WAR WITH IRAQ","white house estimates of cost of an iraq war",16
41246,"1-Jan-96","Nation's Smaller Jails Struggle To Cope With Surge in Inmates","Jails overwhelmed with hardened criminals",12
17081,"20-Sep-01","A Nation Challenged: Washington; Bush's Advisers Split on Scope Of Retaliation","Bush administration divided on scope and timing of military response",16
6923,"27-Nov-01","A Nation Challenged: Mazar-I-Sharif; U.S. Bomb Wounds G.I's as Battle Rages at Fort","five Americans wounded in battle between Taliban, Americans, Northern Alliance",16
